user_id,age
185201,23.0
185272,20.0
185755,21.0
185763,25.0
186246,21.0
186570,23.0
186598,20.0
186730,20.0
186841,18.0
186964,22.0
187340,21.0
187740,23.0
187746,20.0
187918,20.0
188076,
188130,21.0
188142,20.0
188575,21.0
188782,21.0
188803,22.0
189318,20.0
189357,20.0
189493,20.0
190198,32.0
190257,20.0
190346,21.0
191131,21.0
191219,20.0
191242,20.0
191294,19.0
191523,22.0
192620,21.0
192650,24.0
192692,22.0
192775,24.0
192851,24.0
193009,21.0
193029,20.0
193452,20.0
194399,23.0
195176,20.0
195676,20.0
195794,21.0
196399,21.0
196437,20.0
196951,20.0
196979,20.0
197232,20.0
197243,24.0
197678,30.0
198163,21.0
198212,27.0
198922,19.0
199193,26.0
199609,27.0
199732,21.0
199848,20.0
200401,26.0
200450,26.0
204191,20.0
205209,20.0
205965,24.0
206101,24.0
206532,20.0
206887,21.0
207351,20.0
209067,25.0
209809,20.0
210452,20.0
210954,
211432,20.0
211436,28.0
211489,21.0
211590,20.0
212220,24.0
213547,27.0
214088,21.0
215808,25.0
216526,19.0
216650,21.0
217285,27.0
217586,50.0
217700,20.0
219061,17.0
219309,26.0
219574,21.0
219600,21.0
219952,20.0
219976,20.0
220499,21.0
220550,20.0
220766,25.0
221072,20.0
222620,21.0
222652,21.0
222792,21.0
225027,16.0
225080,28.0
225348,25.0
225660,24.0
225840,20.0
226189,22.0
226563,23.0
228417,34.0
231920,20.0
233145,21.0
233322,25.0
233697,22.0
236028,24.0
238212,20.0
238230,19.0
238659,24.0
238821,19.0
238944,24.0
239511,24.0
240242,22.0
241060,19.0
242041,22.0
242112,21.0
243311,23.0
244666,19.0
245617,21.0
245855,20.0
245870,19.0
246087,21.0
246344,18.0
246407,19.0
246686,24.0
246788,20.0
246835,24.0
247473,21.0
248681,24.0
249386,20.0
249785,23.0
249874,21.0
251119,20.0
251224,20.0
251350,21.0
251990,27.0
252453,26.0
253520,20.0
253768,31.0
254094,25.0
254854,19.0
255201,23.0
255291,19.0
255295,19.0
255327,19.0
255340,19.0
255432,19.0
255453,23.0
255523,20.0
255624,20.0
255702,24.0
255822,28.0
257093,19.0
257752,48.0
257841,19.0
257853,19.0
259071,32.0
259733,19.0
260889,20.0
261629,21.0
262561,21.0
263282,20.0
263551,19.0
263959,19.0
264288,21.0
265516,44.0
267440,22.0
267887,20.0
268259,25.0
271246,21.0
271640,19.0
271703,20.0
273489,23.0
273951,20.0
274652,24.0
275017,18.0
275151,19.0
275998,18.0
276216,20.0
277210,18.0
277896,19.0
278218,29.0
278574,24.0
279302,27.0
280857,21.0
281253,20.0
282098,24.0
284542,48.0
284935,20.0
285323,18.0
285751,19.0
286007,21.0
287651,27.0
288564,22.0
289650,19.0
292154,22.0
293226,28.0
293483,19.0
294555,21.0
295453,23.0
296283,26.0
297618,21.0
297849,52.0
297851,53.0
302815,21.0
303941,23.0
305824,25.0
307276,26.0
307681,19.0
307683,19.0
308138,28.0
308741,25.0
308946,26.0
310671,19.0
310927,31.0
313997,20.0
314217,24.0
317298,28.0
318508,27.0
318509,28.0
318614,26.0
318738,19.0
322736,30.0
323281,23.0
325001,21.0
326057,25.0
326496,23.0
326646,24.0
327135,27.0
327399,19.0
327891,19.0
328323,23.0
328326,22.0
328432,19.0
328573,27.0
328617,20.0
328633,19.0
328662,34.0
328664,19.0
328714,19.0
328817,25.0
328832,19.0
328856,19.0
328864,19.0
328911,19.0
328921,19.0
329567,19.0
329697,19.0
329705,19.0
330007,19.0
330010,19.0
330070,19.0
330781,19.0
330791,19.0
330863,22.0
331387,20.0
331453,19.0
331508,19.0
331540,19.0
331694,26.0
332052,22.0
332220,19.0
332686,21.0
332825,19.0
332983,19.0
333402,19.0
333922,19.0
333927,19.0
334226,19.0
334254,34.0
334267,24.0
334983,20.0
334990,20.0
335242,33.0
335313,21.0
335314,24.0
335668,19.0
335736,20.0
335753,19.0
335911,20.0
336101,19.0
336463,19.0
338463,25.0
338604,22.0
339215,19.0
339507,19.0
339598,20.0
339712,22.0
339759,19.0
339762,19.0
339793,1.0
339807,20.0
340767,20.0
342061,20.0
342616,19.0
342908,19.0
342944,19.0
343130,19.0
343970,19.0
344541,19.0
344549,19.0
344914,24.0
345395,27.0
345455,19.0
345768,19.0
346115,23.0
346315,41.0
346338,20.0
347221,22.0
347762,20.0
349519,19.0
351059,27.0
351569,18.0
353454,20.0
354561,22.0
354569,21.0
355410,20.0
355484,19.0
355599,19.0
356418,15.0
356420,26.0
358219,23.0
358363,20.0
361070,25.0
362754,19.0
365002,20.0
365054,19.0
365958,18.0
366349,20.0
367170,18.0
367283,19.0
369236,21.0
370227,20.0
374382,24.0
375297,21.0
377431,20.0
377833,26.0
377997,19.0
380566,18.0
380634,21.0
380935,1.0
381486,19.0
384684,0.0
384773,19.0
385556,25.0
385558,37.0
386934,39.0
388991,21.0
389194,21.0
390071,19.0
392157,18.0
392346,19.0
392916,25.0
392951,18.0
393335,18.0
393452,15.0
394661,20.0
398593,19.0
399009,19.0
399590,21.0
402679,23.0
403441,19.0
403452,20.0
404815,43.0
406453,26.0
408353,19.0
409651,40.0
410338,19.0
410492,19.0
411621,20.0
412315,25.0
413064,24.0
413492,21.0
414440,24.0
418122,25.0
418605,18.0
419600,23.0
425664,29.0
425858,25.0
427446,27.0
427447,19.0
429016,19.0
429950,21.0
431477,19.0
433742,22.0
435047,19.0
435771,48.0
436831,23.0
436855,20.0
438814,20.0
440309,19.0
440399,22.0
440509,21.0
440543,21.0
442577,20.0
443120,18.0
443580,19.0
443979,18.0
444130,18.0
446045,19.0
447661,18.0
447916,24.0
447928,18.0
448001,18.0
449890,18.0
453302,25.0
453328,19.0
454202,22.0
455961,20.0
458979,26.0
460065,23.0
460808,20.0
463337,19.0
465146,18.0
465194,23.0
470230,20.0
471892,19.0
471894,23.0
477746,23.0
478112,20.0
480566,35.0
481778,31.0
482020,19.0
482388,18.0
485369,25.0
485421,14.0
485802,19.0
486653,25.0
487878,23.0
488872,22.0
490558,19.0
493053,18.0
493979,30.0
494177,28.0
495669,26.0
495674,31.0
499702,23.0
500536,37.0
500878,28.0
504618,18.0
505009,25.0
508228,19.0
509353,30.0
513005,25.0
513331,26.0
517850,17.0
517851,18.0
517876,18.0
518190,26.0
518756,49.0
520315,28.0
521452,18.0
521480,19.0
521610,26.0
525179,18.0
525976,28.0
529972,29.0
531314,27.0
531599,21.0
532899,24.0
533939,18.0
534163,32.0
534517,21.0
536839,26.0
537402,28.0
537746,29.0
538494,20.0
539425,23.0
541313,21.0
546152,26.0
546453,24.0
548227,31.0
548324,42.0
550589,23.0
551344,22.0
553226,40.0
556296,19.0
558161,24.0
562148,28.0
564587,37.0
564673,24.0
566095,21.0
568485,34.0
569571,22.0
570794,31.0
570820,33.0
573448,38.0
577468,19.0
577473,18.0
578320,18.0
579420,19.0
579460,21.0
579469,18.0
579483,18.0
579972,19.0
580212,20.0
581025,27.0
581472,18.0
581961,18.0
581980,19.0
582054,23.0
582067,19.0
582104,19.0
582624,18.0
582675,19.0
582694,18.0
582703,18.0
582790,18.0
582853,18.0
582975,29.0
583282,18.0
583928,31.0
584003,36.0
584116,18.0
584124,18.0
584169,21.0
584173,18.0
584430,18.0
584448,19.0
584451,18.0
584459,21.0
584460,18.0
584476,18.0
584479,18.0
584551,18.0
584613,19.0
584711,19.0
585383,18.0
585396,18.0
585681,19.0
585740,19.0
585858,18.0
585876,18.0
587900,24.0
588512,21.0
588669,18.0
590994,18.0
591245,18.0
591341,30.0
591373,18.0
591905,27.0
591916,31.0
592808,18.0
592815,18.0
592828,24.0
592919,46.0
593038,25.0
593287,38.0
593332,21.0
593576,38.0
593720,24.0
593755,27.0
593765,26.0
593782,26.0
593819,27.0
593852,27.0
593935,27.0
593976,30.0
594015,27.0
594019,27.0
594294,18.0
594834,21.0
594974,34.0
595010,28.0
595020,30.0
595054,36.0
595170,30.0
595199,30.0
595204,19.0
595220,26.0
595249,25.0
595295,22.0
595299,30.0
595332,32.0
595371,30.0
595412,29.0
595445,22.0
595571,21.0
595590,52.0
595900,22.0
595909,32.0
595913,18.0
596030,21.0
596031,24.0
596139,22.0
596437,21.0
596448,21.0
596461,19.0
596514,18.0
596524,52.0
596532,21.0
596634,18.0
596658,20.0
596666,26.0
596754,38.0
596768,34.0
596772,41.0
596822,29.0
596827,26.0
596839,26.0
596898,29.0
596924,44.0
596947,30.0
597085,33.0
597086,31.0
597101,23.0
597114,24.0
597133,28.0
597138,28.0
597207,24.0
597251,24.0
597258,30.0
597277,27.0
597289,28.0
597321,30.0
597351,25.0
597371,25.0
597463,38.0
597637,34.0
597690,50.0
597710,52.0
597716,21.0
597732,17.0
597779,25.0
597991,25.0
598133,25.0
598192,29.0
598292,29.0
598402,19.0
598410,28.0
598510,24.0
598719,24.0
598754,27.0
598775,29.0
598840,22.0
598928,29.0
598968,21.0
598988,41.0
599062,22.0
599378,18.0
599594,30.0
599613,35.0
599647,26.0
599649,35.0
599729,27.0
599801,19.0
599870,34.0
599898,40.0
415,
1635,
6662,
7176,
8038,
8874,
11601,23.0
20368,
20748,
20858,
21151,
22237,
23024,23.0
23413,
23999,
24815,
25598,
25605,
29660,24.0
30870,24.0
30926,24.0
31971,23.0
32213,23.0
32677,3.0
34621,27.0
35203,24.0
36179,22.0
36206,26.0
36361,23.0
36452,24.0
38413,24.0
38476,24.0
39340,27.0
39690,22.0
40829,24.0
41899,22.0
41917,25.0
44305,22.0
44989,21.0
44993,21.0
45068,21.0
45102,21.0
45145,25.0
45191,25.0
45463,21.0
45567,23.0
46337,21.0
46665,24.0
46666,21.0
47022,22.0
48207,25.0
48360,24.0
50862,21.0
50954,20.0
51289,28.0
53424,
54886,25.0
54906,21.0
55287,22.0
56091,21.0
56446,21.0
57893,21.0
58170,21.0
59414,27.0
60216,23.0
60856,21.0
61331,22.0
61358,21.0
61812,23.0
63098,26.0
65201,21.0
65329,21.0
65477,24.0
65620,21.0
65867,24.0
65941,21.0
66484,26.0
66811,20.0
66945,22.0
67274,21.0
67285,21.0
67811,26.0
68617,20.0
68910,24.0
68914,28.0
69390,21.0
69596,21.0
69671,21.0
69713,25.0
69809,24.0
70406,21.0
70553,21.0
71220,21.0
71240,21.0
71276,24.0
71277,21.0
71278,21.0
71329,21.0
71377,22.0
71592,21.0
71622,27.0
71632,21.0
71660,21.0
71688,25.0
71716,21.0
71746,21.0
72000,21.0
72324,21.0
72427,21.0
72557,25.0
72595,22.0
72734,21.0
72805,21.0
72859,21.0
72872,21.0
72878,21.0
72886,21.0
73170,21.0
73206,21.0
73212,21.0
73261,21.0
73305,21.0
73391,21.0
73413,21.0
73451,3.0
73476,22.0
73481,21.0
73531,21.0
73681,22.0
73688,21.0
73703,21.0
73706,31.0
73735,21.0
73910,22.0
73994,21.0
74427,25.0
74491,21.0
74534,21.0
74590,28.0
74677,21.0
74685,22.0
74982,22.0
75398,21.0
75560,21.0
75631,22.0
75819,21.0
75830,21.0
75904,22.0
75906,21.0
75916,21.0
76176,24.0
76212,21.0
76669,21.0
76692,21.0
76793,21.0
76807,21.0
77734,21.0
78167,24.0
78223,21.0
78445,20.0
78761,21.0
78914,21.0
79355,30.0
79459,23.0
80485,24.0
80810,22.0
80918,21.0
81374,21.0
81556,21.0
81859,21.0
82120,21.0
83366,21.0
83630,21.0
84270,21.0
84541,24.0
84938,20.0
85352,22.0
85614,21.0
86827,25.0
87205,21.0
87763,21.0
88229,26.0
88392,24.0
88409,25.0
88853,21.0
89088,21.0
89928,21.0
90926,20.0
91363,27.0
91437,20.0
92138,27.0
93079,21.0
94029,21.0
94065,22.0
94091,21.0
94145,23.0
94150,21.0
94258,24.0
94288,21.0
94640,21.0
94895,21.0
95698,21.0
96804,20.0
97304,25.0
98528,21.0
98768,21.0
99076,24.0
99365,22.0
100103,26.0
100378,21.0
102404,24.0
103516,21.0
103832,21.0
103838,21.0
105337,26.0
105585,21.0
107238,21.0
107936,21.0
108586,20.0
108598,21.0
109138,22.0
110531,27.0
110580,21.0
110943,20.0
111122,26.0
111131,20.0
111140,21.0
111583,21.0
111608,21.0
111614,24.0
111658,21.0
111686,21.0
111694,21.0
111755,20.0
111784,20.0
111788,20.0
111844,24.0
112035,20.0
113457,24.0
114361,22.0
114674,25.0
114827,21.0
114921,23.0
115067,21.0
116172,23.0
116372,21.0
117063,20.0
117595,20.0
117620,24.0
117784,21.0
118109,24.0
118387,21.0
118394,20.0
118702,25.0
118895,23.0
119119,21.0
120663,20.0
120699,20.0
120705,21.0
122583,25.0
122736,22.0
126465,22.0
128059,22.0
128739,21.0
130135,21.0
130706,21.0
131329,19.0
131630,21.0
131638,21.0
132535,21.0
132923,20.0
134958,19.0
135021,21.0
135023,21.0
138171,24.0
138182,21.0
138315,21.0
138851,20.0
141093,19.0
143932,21.0
144621,27.0
144721,23.0
145410,31.0
146404,24.0
146465,25.0
147690,23.0
148353,24.0
148362,24.0
149117,21.0
151248,21.0
151283,20.0
152613,21.0
153070,21.0
153920,20.0
154112,27.0
155661,21.0
157285,23.0
157464,24.0
158565,24.0
159688,25.0
160349,30.0
161266,19.0
161375,20.0
161402,20.0
161551,28.0
162354,21.0
163342,20.0
163343,21.0
163557,25.0
165609,23.0
166134,33.0
166167,30.0
166240,27.0
166353,25.0
166461,24.0
167972,24.0
168131,25.0
168525,21.0
168543,27.0
168928,24.0
169135,24.0
169138,23.0
169144,24.0
169253,29.0
169388,20.0
170520,54.0
172241,20.0
172290,21.0
173323,24.0
173982,21.0
174139,20.0
174213,21.0
175186,20.0
177766,21.0
178319,23.0
178815,23.0
178847,21.0
179422,24.0
181202,21.0
181305,21.0
182001,20.0
182164,21.0
182281,21.0
182529,25.0
182785,20.0
182791,20.0
182844,25.0
182915,20.0
183087,20.0
183139,20.0
183799,20.0
183816,21.0
183858,20.0
183885,20.0
183933,20.0
184199,20.0
184527,20.0
184574,23.0
184832,20.0
184922,21.0
184932,21.0
184981,21.0
185253,21.0
185263,22.0
185318,20.0
185717,20.0
185818,20.0
185821,20.0
185954,21.0
186018,20.0
186058,20.0
186962,20.0
187496,25.0
187569,21.0
187806,20.0
187823,21.0
188303,24.0
188650,21.0
189348,20.0
189352,20.0
189358,20.0
189462,20.0
189583,24.0
192797,30.0
192829,21.0
192978,20.0
192990,2.0
193087,28.0
193104,20.0
193438,21.0
193554,20.0
193917,20.0
194418,20.0
194464,21.0
194848,28.0
195553,23.0
195799,20.0
196154,23.0
196911,39.0
197487,20.0
197566,19.0
197610,23.0
197611,22.0
197724,23.0
198018,19.0
198752,22.0
199491,20.0
200287,20.0
200291,20.0
200682,20.0
200982,20.0
201622,24.0
201677,18.0
201986,20.0
203370,20.0
203466,23.0
203735,20.0
203759,21.0
204231,25.0
209079,20.0
209319,22.0
209595,23.0
210722,21.0
211618,20.0
211741,19.0
212998,18.0
213152,19.0
214154,23.0
214839,23.0
214852,21.0
216780,23.0
217349,20.0
217677,22.0
217783,21.0
217785,20.0
219003,24.0
219505,20.0
219514,20.0
219559,21.0
219915,21.0
220348,25.0
220876,18.0
220906,21.0
221876,27.0
222027,20.0
222158,23.0
223306,19.0
223453,20.0
223658,24.0
224197,23.0
224866,22.0
224872,22.0
226263,19.0
227276,22.0
227573,25.0
227575,20.0
227919,21.0
229739,13.0
230015,22.0
230168,19.0
230182,25.0
230186,28.0
231129,24.0
231860,26.0
232464,21.0
234281,20.0
234449,20.0
235259,22.0
235422,20.0
236160,24.0
237631,24.0
238516,21.0
238667,19.0
238691,19.0
239300,19.0
239664,25.0
240835,24.0
240969,31.0
241727,20.0
244321,23.0
245224,18.0
245743,20.0
245868,19.0
246601,21.0
247112,23.0
248201,22.0
249646,19.0
250021,20.0
251138,27.0
251145,26.0
252286,20.0
252542,20.0
254519,26.0
254800,19.0
254962,21.0
255024,19.0
255136,19.0
255367,20.0
255428,24.0
255430,19.0
255485,19.0
255577,19.0
255707,20.0
255971,22.0
256042,20.0
256070,22.0
256326,1.0
256561,19.0
257063,20.0
257347,23.0
257840,19.0
257970,19.0
257971,20.0
257980,19.0
258055,70.0
258096,19.0
258103,
258212,19.0
258480,21.0
258482,23.0
260867,20.0
260914,22.0
261172,26.0
261571,19.0
261844,24.0
263215,19.0
263917,20.0
265239,20.0
267525,19.0
267725,19.0
268061,20.0
268818,21.0
269825,24.0
269947,20.0
271043,20.0
274275,24.0
274343,23.0
276322,19.0
276653,22.0
279765,19.0
280309,19.0
281320,23.0
283060,19.0
283922,23.0
284689,19.0
284690,19.0
286751,25.0
287029,23.0
289881,23.0
293667,24.0
294339,23.0
294644,20.0
295525,31.0
296178,27.0
297578,24.0
297691,18.0
299148,24.0
299173,25.0
299757,21.0
300014,25.0
301069,29.0
302724,23.0
303502,26.0
304501,33.0
304623,27.0
306970,21.0
308203,19.0
309328,19.0
310027,19.0
312890,20.0
313991,22.0
314223,25.0
314231,18.0
316501,18.0
316823,24.0
319028,28.0
319111,20.0
319557,19.0
320500,19.0
320541,
321701,23.0
321932,18.0
321963,19.0
323124,18.0
323354,20.0
323683,20.0
323728,19.0
323737,19.0
323745,19.0
323767,19.0
323768,22.0
324905,20.0
325837,19.0
326271,23.0
327591,20.0
328304,19.0
328830,19.0
328861,22.0
328886,19.0
329278,20.0
329636,24.0
329824,18.0
330030,19.0
330031,33.0
330036,19.0
330551,20.0
330881,19.0
331074,24.0
331257,1.0
331353,25.0
331461,19.0
331469,25.0
331525,19.0
332527,20.0
332584,19.0
333361,23.0
333375,20.0
333815,19.0
333834,19.0
333914,22.0
334215,19.0
334356,19.0
334415,20.0
335712,19.0
336089,19.0
336099,25.0
336304,19.0
336514,19.0
336947,19.0
338420,19.0
338698,19.0
339707,19.0
340167,19.0
342871,19.0
342949,19.0
342957,25.0
343300,25.0
343855,18.0
344381,20.0
344786,20.0
348050,40.0
348879,19.0
349283,20.0
349646,19.0
353041,23.0
354641,29.0
355680,22.0
356545,23.0
356681,24.0
356937,19.0
357073,19.0
358222,20.0
359000,19.0
359850,19.0
364585,23.0
364589,23.0
365001,22.0
366026,19.0
366997,20.0
367005,20.0
367205,21.0
367301,21.0
368092,19.0
368596,19.0
369044,18.0
369791,23.0
372750,20.0
373564,19.0
374578,35.0
376424,20.0
377165,40.0
378687,19.0
380813,20.0
381205,20.0
384667,25.0
384709,38.0
385186,21.0
385192,20.0
385367,20.0
400587,19.0
402050,24.0
402981,23.0
402983,23.0
404783,22.0
410566,19.0
411488,23.0
411831,38.0
413539,24.0
414920,20.0
417404,18.0
423365,21.0
423540,21.0
424089,
424765,22.0
426173,33.0
427590,19.0
427756,20.0
428069,19.0
428559,19.0
428587,19.0
428590,19.0
428645,19.0
428787,20.0
428908,24.0
429078,20.0
429874,19.0
430093,19.0
430999,30.0
431478,19.0
431484,20.0
435480,24.0
441395,18.0
443562,19.0
443953,18.0
443995,18.0
444016,18.0
444319,18.0
444671,22.0
445609,19.0
445931,23.0
446351,19.0
446461,18.0
447641,21.0
447792,18.0
447795,18.0
448565,19.0
449470,19.0
450290,18.0
450925,22.0
451123,23.0
453318,20.0
453321,19.0
453335,19.0
453338,19.0
453384,24.0
453588,22.0
456614,20.0
456626,33.0
458304,19.0
459207,19.0
459950,21.0
460323,18.0
460895,21.0
461280,21.0
463162,26.0
463589,29.0
468689,24.0
469601,32.0
473023,19.0
475335,27.0
483936,20.0
484643,21.0
484887,25.0
487481,24.0
496947,24.0
498562,24.0
503138,18.0
504013,21.0
504273,30.0
505556,22.0
510731,39.0
513655,18.0
514164,18.0
518106,17.0
518341,18.0
519392,18.0
523929,
526767,25.0
527007,29.0
529626,38.0
531995,29.0
532003,29.0
533658,18.0
536376,22.0
537939,25.0
546809,23.0
547017,23.0
548189,26.0
551100,28.0
551234,25.0
551237,23.0
551545,22.0
551547,22.0
552093,18.0
556528,18.0
558440,18.0
561996,22.0
562052,22.0
562669,
562780,
564124,24.0
564563,25.0
566021,29.0
566473,25.0
566660,31.0
566713,18.0
568648,27.0
568751,31.0
570786,35.0
571262,18.0
572239,28.0
576272,26.0
578669,32.0
579480,18.0
579482,21.0
579506,22.0
580073,23.0
581928,18.0
582763,29.0
582951,18.0
583185,18.0
583801,18.0
583874,18.0
584015,18.0
584040,18.0
584192,18.0
584260,23.0
584320,25.0
584355,19.0
584449,18.0
584454,18.0
584471,18.0
584501,18.0
584621,31.0
584632,30.0
584948,22.0
584952,22.0
584960,22.0
584961,22.0
585026,25.0
585040,18.0
585344,19.0
585352,18.0
585437,22.0
585491,18.0
585515,18.0
585650,31.0
585776,23.0
585999,26.0
586083,22.0
586084,22.0
586119,32.0
586532,33.0
586543,32.0
586550,43.0
586552,40.0
586554,48.0
586673,23.0
586680,25.0
586683,23.0
586684,24.0
586703,23.0
586716,22.0
586718,22.0
586936,23.0
587636,24.0
587674,24.0
587713,24.0
587755,24.0
587935,22.0
588207,26.0
588377,21.0
588406,38.0
588510,25.0
588530,27.0
588945,22.0
589548,19.0
589997,6.0
590515,29.0
590595,29.0
590931,29.0
591011,24.0
591099,22.0
591140,36.0
591147,28.0
591148,28.0
591150,39.0
591151,27.0
591153,36.0
591162,29.0
591163,35.0
591193,28.0
591336,21.0
591353,19.0
591397,24.0
591401,24.0
591402,24.0
591404,27.0
591414,27.0
591625,23.0
591753,34.0
591832,27.0
591871,48.0
591888,24.0
591890,27.0
591960,24.0
592038,21.0
592040,24.0
592117,20.0
592168,23.0
592295,25.0
592305,27.0
592307,25.0
592308,25.0
592367,24.0
592374,23.0
592391,25.0
592413,27.0
592426,19.0
592427,19.0
592430,19.0
592433,19.0
592448,21.0
592452,21.0
592453,20.0
592454,20.0
592457,20.0
592458,18.0
592459,20.0
592480,20.0
592482,18.0
592488,20.0
592491,22.0
592509,21.0
592527,29.0
592530,29.0
592539,24.0
592540,26.0
592541,0.0
592542,26.0
592546,22.0
592550,22.0
592568,18.0
592572,22.0
592576,20.0
592578,25.0
592582,19.0
592583,22.0
592587,22.0
592595,24.0
592597,18.0
592605,21.0
592607,20.0
592608,19.0
592610,18.0
592611,21.0
592612,19.0
592613,19.0
592615,20.0
592617,21.0
592618,20.0
592619,19.0
592620,20.0
592621,18.0
592623,19.0
592624,21.0
592625,18.0
592628,18.0
592631,18.0
592633,18.0
592634,18.0
592636,18.0
592640,19.0
592646,18.0
592648,18.0
592649,21.0
592650,23.0
592651,21.0
592652,19.0
592653,21.0
592654,20.0
592658,21.0
592673,21.0
592690,22.0
592700,21.0
592809,18.0
592889,21.0
592905,23.0
592915,29.0
592942,31.0
593312,24.0
593938,34.0
594055,27.0
594144,31.0
594146,31.0
594271,18.0
594405,18.0
594552,28.0
594596,44.0
594707,24.0
594983,24.0
594997,32.0
594998,29.0
595092,26.0
595113,39.0
595221,39.0
595223,34.0
595256,21.0
595264,30.0
595334,42.0
9486,
21133,
24283,
24289,
24427,
26570,
28055,
29913,22.0
29916,22.0
31941,21.0
37250,22.0
38387,22.0
38389,22.0
38390,21.0
39320,26.0
39346,20.0
39357,26.0
39459,22.0
39926,35.0
40118,24.0
40124,27.0
40929,26.0
41920,24.0
42630,25.0
45008,21.0
45395,21.0
45406,3.0
46280,22.0
47543,25.0
53576,26.0
55872,21.0
57219,22.0
